X1	Y1	P1	X2	Y2	P2
617.50	620.56	625.21	629.10	632.51	636.38
639.91	643.52	646.50	650.98	657.26	662.54
669.39	677.22	683.06	690.08	698.11	705.72
713.17	720.85	730.44	737.33	745.00	752.83
759.00	765.55	772.32	777.35	782.56	789.15
792.76	796.02	800.60	804.61	808.19	810.06
812.75	816.67	819.26	822.79	825.39	827.67
829.44	831.12	832.66	834.15	835.79	837.38
838.58	840.03	840.97	842.26	843.37	844.38
845.32	845.97	844.77	841.11	834.80	829.85
824.61	820.31	815.75	811.78	807.37	803.74
800.38	795.15	788.74	781.59	773.80	767.08
760.66	754.42	748.68	744.01	739.07	734.82
730.17	725.76	721.32	717.37	714.49	709.94
707.08	702.31	697.41	690.77	685.59	678.69
670.81	664.58	657.01	649.19	642.31	635.33
627.79	621.55	615.19	609.57	601.44	594.73
588.19	582.72	576.42	569.95	563.93	559.57
552.93	545.00	537.85	531.99	525.61	519.46
513.38	507.30	501.71	496.80	491.98	487.25
482.96	478.51	474.29	470.68	465.93	462.90
458.82	456.19	453.02	450.75	446.51	441.49
435.63	431.04	426.19	421.95	416.99	413.59
408.87	403.67	399.35	393.74	388.87	383.45
377.71	373.40	368.81	364.52	357.50	351.60
345.11	339.02	332.40	325.77	320.58	315.30
310.21	305.80	300.45	295.77	290.63	284.13
280.07	275.03	270.01	266.65	261.58	259.48
254.25	249.80	244.97	241.10	236.24	231.24
227.94	225.12	221.46	219.29	217.11	214.94
212.90	210.85	208.81	206.43	203.40	197.47
194.90	193.00	188.95	184.22	183.52	180.46
177.26	172.74	169.41	164.71	160.29	154.81
149.35	146.72	142.98	139.07	135.17	132.05
128.68	127.37	124.10	120.45	116.51	112.65
109.99	107.72	106.15	104.71	103.83	103.01
102.61	101.83	100.30	98.45	95.70	93.06
91.18	90.36	88.77	89.82	88.55	86.04
82.33	78.46	79.85	78.14	75.04	78.28
81.63	84.46	89.93	92.16	92.18	93.21
96.04	96.29	96.55	98.57	101.13	107.28
109.91	111.65	114.26	118.07	120.40	123.64
127.13	131.11	134.73	137.84	143.31	147.38
150.62	153.74	158.79	162.54	167.34	174.58
180.87	185.88	191.64	197.16	202.32	207.27
211.35	215.29	221.27	226.84	233.56	239.00
245.42	250.88	257.98	264.66	270.33	276.13
281.61	287.53	291.47	295.46	298.84	301.11
303.27	304.21	303.33	298.20	292.67	288.99
285.41	281.83	278.07	272.81	269.07	265.34
261.60	257.87	254.13	247.95	242.67	239.73
237.30	235.02	232.95	231.76	229.34	227.60
224.45	219.37	214.59	210.64	207.44	204.00
200.95	198.01	196.23	194.28	195.45	200.45
206.12	212.21	216.29	220.11	223.65	230.04
235.89	242.52	248.73	254.84	259.24	264.07
269.01	273.52	277.04	280.24	283.63	286.79
289.44	291.92	293.60	294.51	294.48	293.97
293.53	292.91	290.78	287.62	284.25	279.60
274.65	272.35	269.06	266.14	262.92	259.30
255.58	253.11	248.61	244.36	239.31	236.71
231.01	226.37	223.14	218.23	214.45	210.93
206.75	201.94	199.84	196.60	196.44	198.54
203.05	207.22	211.45	214.19	219.39	223.02
229.27	232.18	237.43	241.08	244.95	249.99
255.14	258.72	261.88	264.38	266.42	268.21
269.80	271.21	272.46	272.99	274.21	274.80
275.39	276.34	276.91	277.23	277.64	277.78
277.33	280.15	284.13	288.12	291.95	294.67
297.40	299.48	303.00	305.63	307.77	309.51
310.91	311.55	314.21	312.55	310.82	309.53
308.28	307.09	304.86	299.81	296.30	293.40
289.91	284.47	279.93	274.54	269.95	265.22
261.33	256.87	250.43	245.54	240.58	235.45
231.83	226.68	222.36	218.86	213.91	209.90
205.72	201.12	198.19	194.18	190.36	187.36
184.13	179.64	174.07	170.28	166.90	162.87
159.25	157.22	154.85	154.49	152.92	149.85
149.44	147.90	145.33	143.36	143.70	145.31
147.10	147.90	150.09	153.13	159.23	164.34
166.27	167.75	169.53	170.11	170.11	169.87
171.79	175.48	181.00	184.25	187.04	189.03
189.52	190.00	195.00	201.00	207.00	212.32
216.00	219.33	220.86	223.53	224.52	226.20
227.48	228.45	228.35	229.54	230.90	231.94
232.87	234.62	239.53	244.54	247.54	252.18
256.52	260.20	263.30	267.78	273.33	277.34
282.05	285.39	287.82	292.48	294.94	297.61
301.00	303.45	305.36	307.44	309.06	311.95
316.20	321.60	328.16	333.27	338.40	342.46
347.15	350.43	355.03	357.76	360.57	362.75
365.67	367.85	370.79	372.56	377.76	384.48
390.67	397.87	403.65	409.23	415.77	422.12
424.97	431.75	437.28	441.30	446.06	453.95
461.92	469.52	475.89	482.37	488.22	494.40
499.77	505.54	510.86	516.19	521.32	526.47
531.19	535.61	540.43	544.28	548.64	553.66
556.53	560.09	561.95	566.96	570.37	572.60
576.32	581.41	587.92	595.51	601.63	606.94
613.67	616.50	622.69	626.44	630.74	636.05
639.70	644.53	648.84	652.44	656.32	659.92
662.69	666.67	669.25	675.14	677.81	681.00
685.01	688.00	691.01	693.60	696.39	699.21
701.50	707.09	713.50	719.14	724.50	729.62
734.27	738.56	742.77	746.36	750.14	753.64
756.68	761.38	768.34	775.34	782.16	788.80
793.93	798.30	802.83	806.47	809.93	812.32
814.99	821.89	825.48	830.24	832.11	833.77
833.96	835.49	838.04	840.57	842.52	844.98
846.79	848.62	850.14	853.39	856.42	856.13
856.62	857.31	857.88	857.58	856.44	855.10
853.96	853.00	851.83	850.67	849.50	848.34
847.17	846.01	844.84	843.70	841.36	838.31
835.20	834.39	834.16	828.36	824.72	821.11
819.26	816.73	814.97	814.31	814.29	816.23
819.24	822.01	824.15	826.40	827.96	829.27
830.98	832.31	832.93	834.15	835.50	837.98
838.33	837.44	836.40	835.29	836.00	839.00
840.00	836.00	833.05	830.10	827.15	824.20
821.26	818.31	815.36	812.41	809.46	806.51
803.47	800.73	798.38	796.78	795.59	794.27
792.42	790.58	789.21	787.54	786.42	784.63
783.40	782.75	781.48	780.31	778.03	771.70
763.17	753.69	746.29	738.76	731.54	724.84
718.73	712.60	706.29	701.48	694.73	691.12
688.88	686.72	685.37	684.06	682.47	680.74
679.72	679.04	678.49	677.55	676.66	676.51
675.93	675.52	675.22	672.38	668.89	665.11
661.56	657.48	653.44	649.59	645.75	642.29
636.66	631.30	628.33	625.80	623.54	622.08
620.96	619.51	617.76	616.14	614.17	613.09
612.36	611.76	611.64	611.56	611.51	611.69
612.80	614.28	615.87	618.41	620.98	622.98
625.02	627.26	629.06	630.96	632.98	634.38
638.27	639.95	641.62	642.34	643.48	644.84
645.72	646.21	646.00	646.16	646.76	646.44
647.22	648.18	649.25	650.55	651.29	652.13
653.95	654.74	655.60	657.10	658.07	659.72
661.08	662.72	664.13	665.63	666.91	668.04
669.18	670.30	671.34	671.93	672.35	672.55
672.54	672.44	672.20	671.10	668.11	663.63
660.81	657.69	653.83	649.35	644.35	641.08
637.45	632.93	629.23	625.48	622.15	619.68
617.19	615.06	613.41	612.12	610.19	608.64
607.54	605.57	604.11	602.85	601.27	599.94
598.91	598.29	597.98	597.56	596.53	595.44
594.91	593.16	592.30	591.86	591.28	590.18
589.35	588.69	588.03	587.53	586.79	586.24
585.70	585.01	584.40	583.23	582.48	581.56
580.38	580.07	579.34	578.69	577.65	577.23
576.73	576.09	575.32	574.61	573.98	573.48
572.97	571.89	571.19	570.77	570.11	569.61
568.80	568.08	567.60	565.87	563.67	560.35
557.29	554.23	551.21	548.17	544.83	542.26
538.64	535.00	528.53	522.49	517.69	512.39
507.15	502.10	496.90	491.94	487.70	484.24
479.93	474.10	467.72	460.59	452.61	449.04
443.86	437.95	431.74	427.33	419.23	414.00
404.96	399.47	392.51	384.56	377.64	374.03
366.22	360.73	355.68	350.50	345.41	340.90
337.13	332.53	328.78	324.48	320.57	316.89
313.42	309.92	307.01	303.22	299.82	295.78
289.81	283.54	275.91	269.34	263.62	257.49
251.57	245.89	240.45	235.31	228.86	222.86
217.45	212.33	210.17	203.74	201.19	196.69
191.82	188.01	185.06	184.12	178.97	178.41
173.37	170.79	167.33	166.06	164.78	163.51
162.24	160.96	159.69	158.42	157.14	158.04
156.95	158.38	156.64	156.07	155.68	155.00
154.33	153.46	153.26	153.07	152.88	152.69
152.50	152.33	151.95	150.49	148.96	148.51
146.88	145.59	142.77	140.99	139.84	136.97
136.52	133.58	131.35	130.44	127.76	126.39
126.34	126.63	127.20	127.66	127.94	128.63
131.16	135.48	138.77	141.60	146.08	150.98
154.55	159.02	164.04	168.33	172.49	177.78
184.43	190.52	196.98	202.67	208.30	214.73
220.38	225.11	229.58	233.06	236.55	240.03
242.21	245.41	247.33	250.02	252.12	254.16
256.30	258.76	260.38	262.33	263.76	265.06
265.14	265.65	265.07	264.43	263.57	262.65
261.48	260.43	258.24	253.99	248.63	244.60
239.96	235.37	231.59	228.33	222.34	218.62
213.35	208.99	203.36	198.21	193.87	189.32
184.78	180.61	176.47	172.50	168.53	165.28
161.84	158.98	155.68	152.93	151.19	149.16
147.60	146.07	144.75	143.19	142.07	140.96
140.61	139.70	139.71	140.22	141.14	142.68
145.01	145.61	147.54	149.91	151.34	153.63
156.07	157.11	160.03	161.80	162.58	164.74
165.88	167.11	168.04	170.18	171.78	173.31
176.11	179.95	182.43	186.49	189.37	193.01
197.39	200.35	204.97	209.67	214.24	219.34
222.49	229.10	235.67	240.94	248.56	255.82
262.62	268.26	276.72	284.36	289.69	296.64
304.65	311.47	317.45	323.93	329.52	336.63
341.72	346.92	352.48	357.47	362.05	365.77
369.47	375.35	379.20	384.17	387.87	392.44
397.72	405.02	411.40	417.68	423.62	429.30
434.11	439.54	444.40	449.27	453.65	458.71
462.27	466.48	469.88	473.16	476.65	479.93
483.43	487.10	490.86	496.66	501.71	507.54
513.54	519.04	524.95	531.25	537.39	543.96
549.45	555.21	559.99	565.04	569.90	575.32
579.77	584.52	588.98	594.28	598.25	602.33
606.28	610.83	616.23	621.64	626.79	630.63
636.51	640.45	646.14	649.93	653.76	656.75
660.61	664.26	668.23	670.53	674.50	676.93
679.46	681.66	684.60	688.44	693.25	697.69
702.56	709.45	714.00	719.74	725.26	729.69
733.83	738.37	743.10	748.40	752.21	756.59
761.33	767.20	771.61	776.21	780.48	784.27
788.03	792.04	795.08	799.69	803.04	806.12
809.06	811.96	814.94	816.48	818.05	820.37
822.09	823.45	825.58	827.90	829.90	831.88
833.99	835.46	837.04	838.93	840.45	842.70
845.90	850.89	855.14	857.97	862.49	863.99
865.59	867.62	869.72	871.57	872.80	874.17
874.18	874.94	875.05	875.19	875.00	874.43
874.21	873.79	873.65	873.22	873.32	872.36
872.21	872.32	871.69	873.27	874.00	873.00
871.00	869.00	869.00	869.00	866.00	862.77
859.41	855.94	852.00	849.00	846.00	843.36
840.13	836.92	834.00	831.00	830.00	827.39
824.94	823.07	820.49	818.03	816.26	814.68
812.97	811.99	812.55	813.73	816.28	818.89
821.10	824.60	826.23	829.02	831.74	833.32
837.04	840.09	843.08	845.23	847.39	849.55
848.14	848.13	848.00	850.57	849.93	850.00
849.00	848.00	848.00	847.98	847.26	848.38
848.97	852.62	854.79	858.91	859.59	861.94
863.82	865.24	867.78	870.94	875.48	882.23
883.58	880.93	879.82	878.96	877.41	874.60
868.69	864.35	860.02	855.69	851.36	846.44
839.74	833.05	826.35	819.65	814.27	808.89
804.53	799.85	796.01	792.18	790.44	789.16
788.49	788.06	787.65	787.55	787.39	787.21
787.33	787.60	787.88	788.32	788.05	789.87
792.83	795.05	797.10	799.66	802.13	804.25
804.95	806.09	807.24	811.93	817.55	821.34
824.86	831.62	833.97	835.72	831.72	825.98
822.05	817.57	810.39	804.40	799.05	792.54
791.46	787.58	784.50	780.62	776.18	771.82
771.70	768.96	767.85	766.10	764.95	764.25
763.84	763.45	763.26	762.84	763.94	767.55
773.02	776.30	779.93	784.52	788.65	791.70
795.85	800.24	804.21	807.52	812.26	815.87
818.16	821.38	825.90	825.58	825.94	825.86
825.77	825.68	823.95	821.66	820.38	819.97
819.48	818.88	819.53	822.51	824.93	830.67
833.64	836.39	840.88	844.58	848.27	851.97
853.29	857.81	860.34	861.34	861.22	862.40
863.97	865.73	867.33	869.21	870.71	872.40
874.03	875.85	877.28	878.89	879.94	880.97
881.56	882.83	883.63	883.61	884.16	884.68
885.60	886.47	887.34	890.46	891.01	890.09
889.73	890.17	891.04	889.50	881.48	872.13
866.02	861.13	851.72	837.61	827.55	819.59
812.90	806.98	802.99	795.93	785.30	775.95
765.73	758.57	751.48	751.59	751.52	753.52
758.29	760.82	762.27	762.46	765.06	766.20
767.61	769.45	771.79	774.74	779.59	784.00
787.95	791.80	796.40	798.45	804.07	806.42
808.67	811.83	815.48	819.51	822.65	826.03
829.56	831.07	832.89	834.81	836.74	838.00
840.59	842.51	844.29	846.34	848.27	851.11
852.84	854.77	857.18	859.70	864.91	865.03
864.46	857.54	852.38	846.05	842.65	841.65
841.23	840.69	839.77	838.69	837.83	835.25
830.46	825.81	821.44	814.70	809.36	804.32
798.92	792.82	787.37	782.66	777.88	774.14
770.54	766.34	762.32	757.97	753.62	750.04
744.86	736.53	731.04	726.98	721.53	717.53
711.10	706.43	702.34	698.31	693.62	687.28
680.93	678.14	674.90	670.37	664.81	659.70
656.37	652.13	646.28	639.19	633.69	626.45
621.28	616.28	611.16	607.43	602.41	596.89
589.14	580.93	574.64	569.12	562.17	558.77
554.27	550.35	546.29	539.95	534.75	528.97
523.61	518.74	513.35	510.37	506.73	502.59
500.54	497.61	494.54	490.66	488.27	482.86
479.35	474.65	471.57	466.63	461.88	456.53
451.41	445.11	442.66	438.18	433.66	430.63
422.84	420.52	416.82	413.98	409.65	406.70
404.54	403.77	401.84	398.82	395.22	393.35
392.93	392.38	391.86	390.82	390.56	391.21
393.15	395.65	397.44	401.01	408.35	414.76
420.10	427.41	434.61	440.73	448.34	455.51
461.17	467.28	472.54	479.20	486.68	493.63
499.92	505.65	512.35	518.17	524.07	529.92
535.27	542.90	549.52	557.92	566.38	573.92
580.68	588.66	597.20	604.52	611.79	620.05
626.40	632.14	641.48	648.53	654.34	659.10
663.86	667.81	672.59	675.86	679.38	682.76
687.38	690.14	697.76	701.25	704.62	708.42
712.72	717.24	720.50	725.10	729.09	733.20
737.43	742.27	747.33	751.34	755.85	762.34
765.15	770.42	775.13	778.63	782.34	785.97
788.91	791.44	794.08	796.40	798.93	801.69
804.55	808.53	811.58	814.04	817.56	820.09
822.77	824.46	826.38	827.80	828.39	828.89
829.26	830.28	831.63	833.12	835.58	837.73
840.61	844.67	846.31	849.22	851.85	853.49
854.78	854.18	854.01	852.54	850.21	845.47
839.77	835.62	831.33	825.63	821.83	816.73
808.74	804.04	798.73	792.79	785.89	780.31
773.03	766.19	758.25	751.75	743.00	734.76
727.96	723.10	717.73	710.58	703.68	696.19
688.05	681.48	675.93	670.04	662.03	657.26
651.71	645.48	641.43	637.60	633.44	630.39
628.00	626.00	626.09	626.13	626.37	626.75
627.02	627.73	627.97	628.40	628.70	628.35
629.00	628.88	629.01	629.04	629.28	629.61
628.74	626.43	623.03	619.08	615.50	611.57
606.06	600.51	595.28	589.91	581.89	574.63
568.14	557.33	548.91	541.48	529.86	520.57
510.90	500.02	491.44	483.67	475.07	466.93
459.37	452.70	448.87	443.62	439.52	434.13
428.26	422.48	414.31	406.19	398.12	389.03
383.54	377.73	372.21	365.34	361.94	357.19
352.16	345.90	342.60	338.93	335.85	330.96
328.35	324.55	319.50	314.76	308.54	302.12
299.59	293.08	287.13	281.25	276.20	269.86
265.93	261.15	255.45	252.04	247.25	243.19
238.46	232.47	227.31	223.60	218.21	214.12
207.48	203.82	199.41	195.24	192.66	190.08
187.49	185.86	180.93	175.89	173.52	169.58
167.06	162.62	159.00	155.06	153.18	151.18
150.48	152.89	157.05	161.98	165.64	168.28
173.06	175.98	180.86	184.55	187.28	190.33
193.50	196.56	199.66	202.76	206.63	209.65
213.03	216.38	220.40	224.59	226.55	229.41
232.10	234.14	236.63	238.74	241.24	243.18
245.01	246.70	248.20	251.30	257.52	264.91
271.92	280.78	288.37	295.61	303.80	311.42
319.13	327.18	332.95	339.17	345.26	353.96
363.27	371.72	380.40	389.30	397.68	406.39
413.59	421.58	428.28	436.38	442.43	450.19
456.66	462.57	471.49	479.63	485.95	493.10
499.20	504.36	510.44	515.07	520.14	524.16
530.22	536.53	541.74	547.79	555.26	561.46
567.65	574.31	581.45	587.02	593.20	599.70
607.15	613.98	619.14	626.32	633.41	640.49
646.71	654.31	659.26	665.03	669.95	675.61
681.43	686.14	691.14	695.36	699.85	703.00
707.99	711.91	715.66	719.19	721.74	726.91
729.98	732.82	736.75	739.97	743.45	746.32
750.18	756.11	759.65	765.30	769.82	775.08
780.36	785.26	789.69	793.81	798.14	803.17
808.35	811.82	815.83	819.73	823.41	826.67
830.74	833.91	837.38	844.09	850.06	854.69
857.99	861.07	864.16	867.24	869.06	870.59
873.04	874.38	875.42	875.95	876.91	877.86
877.07	876.75	876.68	876.06	875.47	874.88
874.54	874.53	874.39	872.03	866.20	859.58
853.73	848.41	843.57	839.81	837.11	834.01
831.60	829.27	827.37	827.84	831.47	834.75
837.99	839.73	842.56	844.73	846.74	849.13
850.82	851.84	853.08	855.01	856.28	857.26
858.19	859.30	859.94	860.58	861.27	861.86
862.24	862.61	861.67	857.89	853.31	844.64
837.01	830.05	822.23	815.96	809.67	804.49
798.32	791.38	787.30	783.26	777.85	772.34
767.82	763.57	758.78	754.55	750.99	746.71
742.50	735.16	724.81	714.08	701.65	690.06
679.46	667.97	657.70	648.57	637.79	628.98
622.34	615.06	605.17	597.99	590.94	583.77
577.85	571.66	566.04	560.22	555.14	550.17
545.29	540.55	536.21	532.50	528.61	524.57
520.41	516.85	513.22	509.51	506.76	503.30
500.21	497.12	494.30	491.66	489.18	486.10
484.33	476.71	468.41	458.75	451.87	440.70
431.78	423.61	415.34	408.08	400.30	394.92
388.06	382.35	376.42	372.74	368.75	364.87
359.00	353.26	349.80	346.12	344.65	340.88
336.54	333.50	331.68	328.05	325.88	323.26
321.08	321.47	316.18	313.84	307.58	299.27
291.19	285.32	277.79	270.76	264.94	260.12
254.81	250.02	245.82	240.47	236.01	233.26
229.40	225.87	222.80	220.52	217.83	215.23
213.59	211.91	209.79	207.26	205.81	205.45
204.83	206.21	208.30	211.62	214.28	216.22
219.19	221.90	225.33	228.42	232.01	236.29
238.08	240.24	244.64	244.64	245.23	246.03
246.35	246.67	246.99	247.31	246.24	244.81
244.15	243.25	242.05	240.92	239.84	238.76
237.85	237.06	236.32	235.29	232.95	229.72
227.83	224.71	223.24	220.35	218.32	216.09
214.06	212.54	211.53	210.94	210.66	210.39
210.27	210.12	210.00	209.96	210.13	210.17
210.55	211.18	212.92	214.09	215.73	216.68
218.77	220.27	222.15	223.06	225.00	227.33
228.79	229.57	231.08	233.15	234.70	235.01
236.10	236.62	238.12	239.14	240.04	240.36
240.40	242.13	245.00	244.98	244.64	243.90
243.73	244.08	243.85	243.78	243.50	243.40
243.24	243.46	242.97	242.73	242.32	241.14
240.22	239.06	237.63	236.03	234.66	233.15
231.92	230.87	229.68	228.29	227.20	225.95
224.61	223.59	221.41	216.65	212.85	206.85
201.88	197.97	193.32	189.20	185.10	181.32
178.11	173.63	171.22	169.17	165.47	163.20
164.43	168.13	171.56	175.63	179.19	182.54
187.12	189.70	192.49	195.64	198.61	201.37
204.11	207.45	208.22	209.13	209.88	210.59
209.60	207.58	204.88	202.64	200.08	197.80
195.86	194.02	192.77	192.22	193.08	194.76
196.96	200.12	204.01	207.10	210.11	212.87
216.20	221.35	231.21	238.05	247.85	257.90
266.08	275.49	285.70	293.32	300.77	308.43
315.25	321.61	328.38	333.80	341.29	348.67
355.86	363.62	370.67	375.25	383.26	387.56
395.53	400.53	404.27	409.69	413.90	418.62
423.92	430.91	436.17	443.30	451.66	459.73
469.65	479.00	488.83	498.10	508.31	517.31
526.18	533.79	541.93	549.29	556.45	562.62
569.80	576.48	583.92	591.22	598.97	606.47
613.34	620.17	626.79	634.40	641.66	648.76
656.18	663.33	669.83	676.17	682.39	687.92
693.46	698.15	702.67	709.88	713.88	718.72
723.40	728.42	733.26	737.64	741.60	745.72
749.31	752.91	756.67	761.79	766.23	772.02
776.48	782.01	784.91	788.77	792.43	795.98
799.43	803.44	806.11	811.15	816.32	819.60
823.93	828.69	831.64	835.97	837.21	838.90
840.87	841.71	843.40	846.29	847.84	849.68
851.98	855.01	859.78	866.55	871.55	874.57
876.13	880.04	883.18	886.28	889.15	890.61
892.40	892.10	890.56	889.29	886.12	879.77
876.76	874.19	869.24	864.69	862.06	858.41
855.04	852.99	848.48	843.72	839.98	834.85
830.69	827.35	820.22	811.87	805.07	799.46
793.60	787.02	780.77	775.57	769.95	763.17
757.96	751.82	746.02	740.17	734.66	729.58
724.68	719.89	714.79	710.63	706.28	701.72
696.76	690.00	685.32	680.85	677.06	671.94
669.61	666.51	664.23	662.13	660.31	657.44
655.52	653.09	650.46	648.53	646.60	644.67
642.62	641.44	639.94	638.44	636.50	635.31
634.34	633.12	632.25	632.50	634.10	634.81
637.81	640.53	645.18	651.62	656.02	661.71
667.11	671.91	678.11	683.39	688.05	695.34
700.97	706.26	714.21	718.86	724.98	732.02
737.31	742.92	748.80	754.32	759.37	764.00
770.52	776.05	780.99	785.08	790.10	793.78
798.52	803.28	807.22	810.84	814.44	816.74
819.60	823.23	826.18	829.25	833.12	836.09
838.62	842.17	845.10	847.99	849.89	851.95
853.68	854.12	856.23	859.05	864.50	867.75
871.82	875.70	881.45	885.75	883.75	882.18
881.28	880.97	877.11	875.55	876.85	878.29
880.38	883.14	884.59	887.96	891.87	894.58
890.54	882.62	877.41	874.14	870.82	868.27
867.29	866.79	866.18	865.24	864.33	863.49
862.22	859.83	857.84	856.39	855.00	853.37
851.15	852.13	852.63	850.18	850.45	849.49
844.28	837.61	827.59	817.84	811.59	802.91
799.60	795.17	792.32	789.83	786.23	782.80
776.02	766.37	757.41	748.37	738.03	728.64
716.98	706.44	693.71	682.90	670.70	661.08
648.60	639.02	630.38	620.69	613.71	606.89
598.49	588.21	579.30	571.08	565.26	557.34
544.77	533.63	522.53	513.04	504.13	495.47
487.67	479.39	472.39	465.04	458.77	452.17
447.31	441.07	434.76	426.52	418.78	410.56
402.15	394.20	386.79	379.63	373.16	367.24
361.38	355.73	350.40	344.97	339.61	334.46
328.95	323.36	317.67	311.29	305.88	301.22
296.42	292.28	287.43	281.24	275.37	270.77
265.42	259.70	253.84	250.18	246.85	241.53
236.36	230.98	227.79	223.46	220.46	215.36
212.81	209.46	206.24	202.77	198.98	195.69
192.96	189.48	186.00	182.52	179.23	175.74
173.99	172.17	171.20	169.05	167.17	166.93
170.24	176.26	179.24	183.58	186.86	190.07
193.53	196.46	198.45	202.18	202.97	205.50
207.69	208.94	210.62	213.20	214.98	216.08
217.58	219.45	220.43	223.93	232.30	238.21
244.73	250.69	256.83	262.94	267.50	272.81
277.25	281.60	285.99	289.10	293.24	297.01
300.69	303.49	306.59	309.48	312.46	315.06
317.95	320.59	323.34	325.61	328.90	333.05
337.35	340.97	345.61	351.28	356.78	361.68
366.79	372.74	378.06	382.85	387.83	392.79
397.67	402.44	407.06	411.17	416.69	421.29
426.74	432.43	437.78	445.17	452.61	458.89
465.34	472.25	480.41	486.84	495.81	503.89
511.74	521.11	529.69	537.15	546.76	554.53
561.14	568.75	575.89	583.73	590.00	595.61
600.80	607.12	613.17	618.77	623.34	628.19
634.08	640.48	646.14	650.09	655.88	659.81
664.24	669.61	674.58	681.10	685.84	692.07
696.33	701.30	707.59	712.01	716.03	721.63
727.25	730.80	735.73	738.97	742.25	744.90
748.59	752.85	756.30	759.41	761.85	765.68
771.06	775.40	779.01	784.20	787.94	792.71
796.53	797.58	801.27	806.03	809.29	814.15
821.23	826.18	832.55	833.88	834.48	837.46
841.00	845.23	849.46	852.26	853.27	852.50
854.63	859.66	863.06	861.07	855.20	851.09
849.54	849.51	849.19	846.78	846.72	846.90
847.24	845.74	844.00	842.25	840.50	838.63
836.75	834.88	833.00	831.75	830.00	830.00
829.24	830.72	832.70	834.39	836.60	839.41
842.94	850.83	852.65	858.00	861.54	861.00
861.00	862.23	861.90	865.95	868.26	869.69
871.12	872.54	873.61	873.42	874.00	873.70
874.27	875.86	876.32	876.70	879.80	879.74
879.81	879.70	880.70	876.11	874.00	866.92
859.45	850.68	845.95	842.91	840.29	838.06
835.87	835.50	835.89	836.15	836.22	834.65
835.34	835.87	836.78	839.77	841.17	842.32
848.51	849.98	849.34	846.91	837.93	833.78
829.64	826.77	825.08	824.16	822.20	821.62
824.37	826.05	829.36	834.05	836.80	839.63
841.52	845.90	846.36	848.42	848.17	852.54
854.60	858.98	858.31	859.49	860.66	861.84
863.01	863.13	864.54	865.96	867.38	870.56
873.50	870.12	869.32	869.10	868.40	867.83
867.26	869.00	869.00	865.57	865.00	863.49
857.92	851.30	843.26	838.06	834.88	832.17
829.21	828.34	828.93	829.78	829.54	828.14
824.38	819.09	815.22	812.61	809.55	803.63
802.55	803.17	801.98	803.33	804.54	807.76
809.73	813.30	812.87	814.17	815.44	818.60
818.76	819.37	819.47	821.18	823.36	825.39
827.77	829.69	831.08	832.09	832.51	832.94
832.82	832.56	833.18	833.09	834.78	837.79
841.00	843.78	845.38	846.97	850.81	853.33
854.40	855.31	857.00	857.00	855.08	852.29
846.72	843.84	843.23	843.63	843.12	839.49
836.41	834.08	832.01	825.00	823.00	821.00
821.00	821.61	819.53	814.93	809.97	807.39
805.33	803.80	802.42	801.19	798.54	795.88
791.27	783.57	777.62	773.63	770.85	767.83
765.54	762.53	760.68	758.77	757.42	755.63
748.86	743.24	739.00	735.13	731.74	727.78
724.78	721.87	719.64	717.25	715.31	712.97
711.13	708.80	706.63	704.81	702.74	700.59
698.98	696.91	695.28	691.56	685.01	678.99
673.04	668.38	663.22	659.13	654.27	649.35
645.06	640.17	636.22	631.27	627.57	625.92
621.49	616.86	613.21	609.55	607.10	603.62
600.73	597.70	594.83	592.01	589.22	586.77
584.97	582.24	580.27	577.14	574.64	572.39
568.49	563.64	557.92	552.47	547.66	542.44
537.79	533.91	530.33	527.48	527.44	529.36
532.34	533.56	536.91	539.93	543.66	546.54
550.32	553.87	557.75	562.33	567.09	570.72
574.79	580.07	584.54	588.98	592.65	597.09
601.36	605.02	608.63	610.71	614.14	617.22
618.10	621.41	622.13	626.11	627.07	630.75
630.48	633.36	633.55	637.04	641.28	646.46
654.70	658.75	665.33	670.40	675.84	680.25
685.71	690.05	693.58	697.77	700.95	706.94
710.43	715.57	720.58	726.28	729.98	733.14
736.87	742.04	745.27	748.58	752.75	757.51
761.52	764.58	767.08	769.67	771.89	774.84
779.08	783.13	787.70	793.93	798.03	804.37
809.49	814.22	821.78	825.11	827.37	832.88
835.93	838.37	836.08	834.03	830.84	823.64
822.94	816.66	812.82	811.44	811.04	810.35
809.52	809.08	809.48	810.17	810.63	810.82
810.34	809.86	809.23	807.39	807.43	809.09
809.94	810.87	812.45	812.92	812.74	814.19
815.61	818.97	823.38	826.20	825.89	826.59
829.51	833.30	834.37	836.12	837.56	836.72
836.75	836.35	835.05	836.23	837.92	839.94
843.53	843.68	847.77	851.59	850.72	847.66
844.82	843.11	841.58	840.26	839.08	836.92
836.10	837.95	840.95	844.64	845.92	845.33
842.77	839.63	836.49	833.35	829.30	826.05
824.42	823.39	820.20	820.41	821.09	821.60
824.76	826.23	825.92	828.67	836.00	839.74
838.17	834.97	830.16	820.18	813.41	806.64
803.07	799.16	795.72	792.52	789.66	786.80
783.93	781.07	778.48	776.60	773.92	771.79
768.21	765.13	763.03	760.52	758.83	757.60
755.55	755.16	753.28	751.55	749.62	747.97
746.56	745.68	744.22	742.26	741.05	739.86
737.90	736.80	735.83	734.35	733.60	732.21
730.75	729.97	728.89	727.99	727.12	726.61
